model,run_utc,valid_kst,step_h,city,rep,t2m_C,tcc_pct,lcc_pct,mcc_pct,hcc_pct,dswrf_avg_Wm2,tp_mm,win_h,src
ECMWF,2026-09-24 12:00,2026-09-27 03:00,54,서울,1,18.9,2.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 06:00,57,서울,1,18.1,5.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 09:00,60,서울,1,21.9,56.0,,,,148.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 12:00,63,서울,1,27.0,42.0,,,,624.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 15:00,66,서울,1,26.4,25.0,,,,658.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 18:00,69,서울,1,23.2,56.0,,,,284.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 21:00,72,서울,1,21.5,84.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 00:00,75,서울,1,20.8,99.0,,,,0.0,0.1,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 03:00,78,서울,1,20.0,99.0,,,,0.0,0.1,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 06:00,81,서울,1,17.8,93.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 09:00,84,서울,1,19.2,64.0,,,,149.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 12:00,87,서울,1,23.4,77.0,,,,625.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 15:00,90,서울,1,25.1,88.0,,,,646.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 18:00,93,서울,1,22.7,96.0,,,,240.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 21:00,96,서울,1,19.7,96.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 00:00,99,서울,1,17.6,87.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 03:00,102,서울,1,16.3,83.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 06:00,105,서울,1,15.1,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 09:00,108,서울,1,18.6,0.0,,,,173.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 12:00,111,서울,1,23.9,0.0,,,,659.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 15:00,114,서울,1,26.3,0.0,,,,726.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 18:00,117,서울,1,24.3,0.0,,,,297.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 21:00,120,서울,1,20.2,0.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 00:00,123,서울,1,18.4,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 03:00,126,서울,1,17.5,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 06:00,129,서울,1,16.0,39.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 09:00,132,서울,1,20.3,29.0,,,,134.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 12:00,135,서울,1,25.1,79.0,,,,506.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 15:00,138,서울,1,24.6,35.0,,,,463.0,2.5,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 18:00,141,서울,1,22.0,12.0,,,,236.0,1.5,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 21:00,144,서울,1,18.6,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-10-01 03:00,150,서울,1,14.3,0.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 09:00,156,서울,1,16.4,0.0,,,,86.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 15:00,162,서울,1,19.9,0.0,,,,689.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 21:00,168,서울,1,14.3,0.0,,,,147.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 03:00,174,서울,1,11.3,0.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 09:00,180,서울,1,13.4,0.0,,,,84.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 15:00,186,서울,1,20.6,0.0,,,,689.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 21:00,192,서울,1,16.1,0.0,,,,143.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 03:00,198,서울,1,12.6,33.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 09:00,204,서울,1,14.5,51.0,,,,40.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 15:00,210,서울,1,22.3,45.0,,,,570.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 21:00,216,서울,1,16.5,55.0,,,,110.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 03:00,222,서울,1,15.8,34.0,,,,0.0,3.9,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 09:00,228,서울,1,15.9,19.0,,,,72.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 15:00,234,서울,1,16.9,44.0,,,,454.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 21:00,240,서울,1,12.9,0.0,,,,116.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-09-24 21:00,0,대전,1,20.6,74.0,,,,,,,
ECMWF,2026-09-24 12:00,2026-09-25 00:00,3,대전,1,18.5,33.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 03:00,6,대전,1,16.6,91.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 06:00,9,대전,1,16.4,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 09:00,12,대전,1,21.2,100.0,,,,90.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 12:00,15,대전,1,24.0,100.0,,,,206.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 15:00,18,대전,1,22.1,100.0,,,,104.0,0.5,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 18:00,21,대전,1,20.4,100.0,,,,69.0,0.9,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 21:00,24,대전,1,18.8,99.0,,,,1.0,1.1,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 00:00,27,대전,1,18.5,99.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 03:00,30,대전,1,18.1,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 06:00,33,대전,1,17.3,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 09:00,36,대전,1,19.3,100.0,,,,77.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 12:00,39,대전,1,23.9,66.0,,,,458.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 15:00,42,대전,1,25.5,20.0,,,,692.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 18:00,45,대전,1,23.4,96.0,,,,286.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 21:00,48,대전,1,20.0,96.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 00:00,51,대전,1,17.6,88.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 03:00,54,대전,1,15.9,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 06:00,57,대전,1,15.0,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 09:00,60,대전,1,22.4,0.0,,,,175.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 12:00,63,대전,1,26.5,87.0,,,,652.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 15:00,66,대전,1,25.9,65.0,,,,551.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 18:00,69,대전,1,22.7,98.0,,,,273.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 21:00,72,대전,1,19.2,100.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 00:00,75,대전,1,18.1,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 03:00,78,대전,1,17.7,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 06:00,81,대전,1,18.1,98.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 09:00,84,대전,1,21.2,68.0,,,,111.0,0.1,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 12:00,87,대전,1,24.5,44.0,,,,599.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 15:00,90,대전,1,25.3,92.0,,,,711.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 18:00,93,대전,1,21.2,100.0,,,,250.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 21:00,96,대전,1,17.2,100.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 00:00,99,대전,1,16.3,99.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 03:00,102,대전,1,15.3,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 06:00,105,대전,1,14.4,64.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 09:00,108,대전,1,19.1,3.0,,,,174.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 12:00,111,대전,1,23.3,0.0,,,,674.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 15:00,114,대전,1,25.1,0.0,,,,741.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 18:00,117,대전,1,21.4,0.0,,,,304.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 21:00,120,대전,1,17.0,0.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 00:00,123,대전,1,14.6,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 03:00,126,대전,1,13.2,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 06:00,129,대전,1,12.4,3.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 09:00,132,대전,1,19.5,1.0,,,,174.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 12:00,135,대전,1,24.3,0.0,,,,655.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 15:00,138,대전,1,25.0,31.0,,,,711.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 18:00,141,대전,1,22.2,56.0,,,,242.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 21:00,144,대전,1,20.1,85.0,,,,0.0,0.3,3.0,
ECMWF,2026-09-24 12:00,2026-10-01 03:00,150,대전,1,14.2,14.0,,,,0.0,0.1,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 09:00,156,대전,1,16.4,0.0,,,,91.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 15:00,162,대전,1,20.8,1.0,,,,704.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 21:00,168,대전,1,13.3,75.0,,,,149.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 03:00,174,대전,1,9.0,0.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 09:00,180,대전,1,14.3,0.0,,,,89.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 15:00,186,대전,1,20.4,38.0,,,,709.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 21:00,192,대전,1,12.4,97.0,,,,141.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 03:00,198,대전,1,10.1,88.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 09:00,204,대전,1,16.3,7.0,,,,82.0,0.4,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 15:00,210,대전,1,22.6,0.0,,,,669.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 21:00,216,대전,1,13.5,18.0,,,,139.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 03:00,222,대전,1,15.1,97.0,,,,0.0,0.1,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 09:00,228,대전,1,16.7,13.0,,,,79.0,1.8,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 15:00,234,대전,1,18.1,41.0,,,,611.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 21:00,240,대전,1,12.4,16.0,,,,108.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-09-24 21:00,0,대구,1,21.4,98.0,,,,,,,
ECMWF,2026-09-24 12:00,2026-09-25 00:00,3,대구,1,20.0,47.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 03:00,6,대구,1,18.5,49.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 06:00,9,대구,1,17.2,94.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 09:00,12,대구,1,21.3,100.0,,,,123.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 12:00,15,대구,1,22.9,100.0,,,,302.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 15:00,18,대구,1,22.3,100.0,,,,158.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 18:00,21,대구,1,20.1,100.0,,,,47.0,0.5,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 21:00,24,대구,1,18.5,100.0,,,,0.0,1.8,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 00:00,27,대구,1,17.8,100.0,,,,0.0,1.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 03:00,30,대구,1,17.1,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 06:00,33,대구,1,16.8,100.0,,,,0.0,0.6,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 09:00,36,대구,1,17.5,100.0,,,,41.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 12:00,39,대구,1,21.3,100.0,,,,344.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 15:00,42,대구,1,22.5,82.0,,,,292.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 18:00,45,대구,1,20.8,99.0,,,,181.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 21:00,48,대구,1,18.1,99.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 00:00,51,대구,1,17.1,98.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 03:00,54,대구,1,17.0,83.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 06:00,57,대구,1,15.8,43.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 09:00,60,대구,1,21.4,0.0,,,,194.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 12:00,63,대구,1,25.6,41.0,,,,651.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 15:00,66,대구,1,27.0,64.0,,,,579.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 18:00,69,대구,1,24.1,96.0,,,,271.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 21:00,72,대구,1,21.2,100.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 00:00,75,대구,1,19.2,99.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 03:00,78,대구,1,17.9,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 06:00,81,대구,1,17.5,91.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 09:00,84,대구,1,22.5,84.0,,,,165.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 12:00,87,대구,1,25.7,63.0,,,,609.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 15:00,90,대구,1,27.1,86.0,,,,704.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 18:00,93,대구,1,22.1,84.0,,,,251.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 21:00,96,대구,1,19.1,99.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 00:00,99,대구,1,18.3,91.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 03:00,102,대구,1,17.0,95.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 06:00,105,대구,1,17.0,98.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 09:00,108,대구,1,19.5,87.0,,,,55.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 12:00,111,대구,1,24.2,21.0,,,,411.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 15:00,114,대구,1,26.3,11.0,,,,673.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 18:00,117,대구,1,22.9,7.0,,,,274.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 21:00,120,대구,1,18.7,7.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 00:00,123,대구,1,17.6,15.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 03:00,126,대구,1,16.1,46.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 06:00,129,대구,1,17.1,88.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 09:00,132,대구,1,20.8,15.0,,,,112.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 12:00,135,대구,1,26.1,0.0,,,,662.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 15:00,138,대구,1,27.8,11.0,,,,720.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 18:00,141,대구,1,23.2,22.0,,,,272.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-30 21:00,144,대구,1,20.6,56.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-10-01 03:00,150,대구,1,16.6,55.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 09:00,156,대구,1,16.1,0.0,,,,101.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 15:00,162,대구,1,21.4,30.0,,,,726.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-01 21:00,168,대구,1,14.2,48.0,,,,140.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 03:00,174,대구,1,9.5,17.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 09:00,180,대구,1,14.7,0.0,,,,100.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 15:00,186,대구,1,22.4,2.0,,,,715.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-02 21:00,192,대구,1,13.4,59.0,,,,141.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 03:00,198,대구,1,12.4,94.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 09:00,204,대구,1,18.0,14.0,,,,87.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 15:00,210,대구,1,24.0,7.0,,,,686.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-03 21:00,216,대구,1,16.8,5.0,,,,128.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 03:00,222,대구,1,12.5,40.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 09:00,228,대구,1,18.1,3.0,,,,86.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 15:00,234,대구,1,20.9,24.0,,,,635.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-10-04 21:00,240,대구,1,13.4,9.0,,,,123.0,0.0,6.0,
ECMWF,2026-09-24 12:00,2026-09-24 21:00,0,광주,1,21.0,86.0,,,,,,,
ECMWF,2026-09-24 12:00,2026-09-25 00:00,3,광주,1,20.8,90.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 03:00,6,광주,1,19.7,70.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 06:00,9,광주,1,18.1,97.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 09:00,12,광주,1,23.2,97.0,,,,99.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 12:00,15,광주,1,26.7,99.0,,,,334.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 15:00,18,광주,1,26.0,100.0,,,,281.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 18:00,21,광주,1,21.3,100.0,,,,65.0,2.9,3.0,
ECMWF,2026-09-24 12:00,2026-09-25 21:00,24,광주,1,20.3,100.0,,,,1.0,1.5,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 00:00,27,광주,1,19.6,99.0,,,,0.0,0.7,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 03:00,30,광주,1,19.0,100.0,,,,0.0,4.9,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 06:00,33,광주,1,18.2,100.0,,,,0.0,15.4,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 09:00,36,광주,1,18.7,100.0,,,,54.0,4.4,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 12:00,39,광주,1,23.0,97.0,,,,425.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 15:00,42,광주,1,25.2,71.0,,,,550.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 18:00,45,광주,1,23.5,85.0,,,,179.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-26 21:00,48,광주,1,20.4,100.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 00:00,51,광주,1,18.9,95.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 03:00,54,광주,1,17.5,86.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 06:00,57,광주,1,16.9,52.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 09:00,60,광주,1,22.2,4.0,,,,171.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 12:00,63,광주,1,26.7,17.0,,,,666.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 15:00,66,광주,1,26.1,80.0,,,,577.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 18:00,69,광주,1,23.3,79.0,,,,239.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-27 21:00,72,광주,1,20.2,87.0,,,,2.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 00:00,75,광주,1,18.6,99.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 03:00,78,광주,1,17.8,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 06:00,81,광주,1,17.3,99.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 09:00,84,광주,1,22.4,93.0,,,,139.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 12:00,87,광주,1,26.0,10.0,,,,545.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 15:00,90,광주,1,26.3,99.0,,,,671.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 18:00,93,광주,1,21.5,100.0,,,,224.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-28 21:00,96,광주,1,18.2,100.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 00:00,99,광주,1,17.4,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 03:00,102,광주,1,16.7,98.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 06:00,105,광주,1,16.2,91.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 09:00,108,광주,1,19.3,65.0,,,,89.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 12:00,111,광주,1,24.4,2.0,,,,588.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 15:00,114,광주,1,25.8,1.0,,,,747.0,0.0,3.0,
ECMWF,2026-09-24 12:00,2026-09-29 18:00,117,광주,1,21.4,1.0,,,,311.0,0.0,3.0,
