model,run_utc,valid_kst,step_h,city,rep,t2m_C,tcc_pct,lcc_pct,mcc_pct,hcc_pct,dswrf_avg_Wm2,tp_mm,win_h,src
ECMWF,2026-09-18 12:00,2026-09-24 00:00,123,서울,1,20.2,11.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 03:00,126,서울,1,19.3,77.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 06:00,129,서울,1,18.3,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 09:00,132,서울,1,20.1,100.0,,,,84.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 12:00,135,서울,1,25.8,83.0,,,,493.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 15:00,138,서울,1,28.2,100.0,,,,646.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 18:00,141,서울,1,26.4,76.0,,,,199.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 21:00,144,서울,1,22.5,8.0,,,,2.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-25 03:00,150,서울,1,19.4,1.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 09:00,156,서울,1,22.4,41.0,,,,79.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 15:00,162,서울,1,28.8,59.0,,,,592.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 21:00,168,서울,1,23.0,62.0,,,,131.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 03:00,174,서울,1,21.0,99.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 09:00,180,서울,1,21.6,100.0,,,,38.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 15:00,186,서울,1,23.6,100.0,,,,239.0,0.3,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 21:00,192,서울,1,20.9,90.0,,,,37.0,0.6,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 03:00,198,서울,1,18.6,54.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 09:00,204,서울,1,21.9,89.0,,,,78.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 15:00,210,서울,1,28.3,100.0,,,,543.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 21:00,216,서울,1,22.8,100.0,,,,90.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 03:00,222,서울,1,20.8,100.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 09:00,228,서울,1,23.2,48.0,,,,64.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 15:00,234,서울,1,28.0,7.0,,,,618.0,0.3,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 21:00,240,서울,1,21.2,77.0,,,,141.0,0.2,6.0,
ECMWF,2026-09-18 12:00,2026-09-18 21:00,0,대전,1,21.9,6.0,,,,,,,
ECMWF,2026-09-18 12:00,2026-09-19 00:00,3,대전,1,20.5,71.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 03:00,6,대전,1,18.9,98.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 06:00,9,대전,1,18.2,96.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 09:00,12,대전,1,19.8,45.0,,,,64.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 12:00,15,대전,1,25.7,11.0,,,,663.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 15:00,18,대전,1,27.2,68.0,,,,731.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 18:00,21,대전,1,24.6,27.0,,,,270.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 21:00,24,대전,1,20.4,10.0,,,,4.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 00:00,27,대전,1,19.3,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 03:00,30,대전,1,17.6,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 06:00,33,대전,1,16.1,6.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 09:00,36,대전,1,21.1,1.0,,,,192.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 12:00,39,대전,1,25.3,1.0,,,,690.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 15:00,42,대전,1,26.5,0.0,,,,765.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 18:00,45,대전,1,23.3,0.0,,,,339.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 21:00,48,대전,1,19.0,0.0,,,,4.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 00:00,51,대전,1,17.2,2.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 03:00,54,대전,1,15.6,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 06:00,57,대전,1,14.1,7.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 09:00,60,대전,1,21.1,0.0,,,,189.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 12:00,63,대전,1,26.2,0.0,,,,685.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 15:00,66,대전,1,27.8,0.0,,,,763.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 18:00,69,대전,1,24.3,0.0,,,,336.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 21:00,72,대전,1,20.3,0.0,,,,3.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 00:00,75,대전,1,19.0,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 03:00,78,대전,1,17.4,11.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 06:00,81,대전,1,15.9,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 09:00,84,대전,1,21.9,4.0,,,,189.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 12:00,87,대전,1,26.5,48.0,,,,686.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 15:00,90,대전,1,27.3,16.0,,,,701.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 18:00,93,대전,1,23.8,25.0,,,,330.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 21:00,96,대전,1,21.5,59.0,,,,3.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 00:00,99,대전,1,18.3,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 03:00,102,대전,1,16.5,5.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 06:00,105,대전,1,15.6,11.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 09:00,108,대전,1,21.1,2.0,,,,182.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 12:00,111,대전,1,25.8,47.0,,,,667.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 15:00,114,대전,1,27.0,30.0,,,,733.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 18:00,117,대전,1,24.0,9.0,,,,288.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 21:00,120,대전,1,19.6,2.0,,,,2.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 00:00,123,대전,1,18.0,41.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 03:00,126,대전,1,16.3,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 06:00,129,대전,1,17.0,100.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 09:00,132,대전,1,20.5,100.0,,,,114.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 12:00,135,대전,1,23.8,100.0,,,,399.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 15:00,138,대전,1,24.9,99.0,,,,363.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 18:00,141,대전,1,22.5,100.0,,,,97.0,0.3,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 21:00,144,대전,1,20.2,61.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-25 03:00,150,대전,1,17.7,75.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 09:00,156,대전,1,22.5,95.0,,,,79.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 15:00,162,대전,1,28.1,41.0,,,,580.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 21:00,168,대전,1,20.5,95.0,,,,115.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 03:00,174,대전,1,18.3,100.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 09:00,180,대전,1,19.7,100.0,,,,25.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 15:00,186,대전,1,21.2,100.0,,,,205.0,1.6,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 21:00,192,대전,1,17.0,100.0,,,,33.0,5.4,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 03:00,198,대전,1,16.4,99.0,,,,0.0,2.9,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 09:00,204,대전,1,19.4,100.0,,,,54.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 15:00,210,대전,1,26.2,73.0,,,,509.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 21:00,216,대전,1,20.2,100.0,,,,149.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 03:00,222,대전,1,18.8,100.0,,,,0.0,1.3,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 09:00,228,대전,1,20.2,61.0,,,,28.0,3.9,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 15:00,234,대전,1,26.0,33.0,,,,598.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 21:00,240,대전,1,18.1,19.0,,,,131.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-18 21:00,0,대구,1,19.5,31.0,,,,,,,
ECMWF,2026-09-18 12:00,2026-09-19 00:00,3,대구,1,18.4,26.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 03:00,6,대구,1,17.3,54.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 06:00,9,대구,1,16.7,79.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 09:00,12,대구,1,22.2,94.0,,,,191.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 12:00,15,대구,1,23.3,80.0,,,,312.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 15:00,18,대구,1,24.4,85.0,,,,441.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 18:00,21,대구,1,22.1,6.0,,,,166.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 21:00,24,대구,1,18.0,5.0,,,,2.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 00:00,27,대구,1,16.2,5.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 03:00,30,대구,1,14.7,2.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 06:00,33,대구,1,14.2,13.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 09:00,36,대구,1,20.6,39.0,,,,196.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 12:00,39,대구,1,25.0,17.0,,,,651.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 15:00,42,대구,1,26.0,11.0,,,,726.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 18:00,45,대구,1,21.8,4.0,,,,303.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 21:00,48,대구,1,17.2,0.0,,,,2.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 00:00,51,대구,1,15.3,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 03:00,54,대구,1,14.0,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 06:00,57,대구,1,13.4,3.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 09:00,60,대구,1,20.9,18.0,,,,208.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 12:00,63,대구,1,25.2,14.0,,,,679.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 15:00,66,대구,1,26.1,6.0,,,,727.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 18:00,69,대구,1,22.0,3.0,,,,316.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 21:00,72,대구,1,17.3,4.0,,,,2.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 00:00,75,대구,1,15.6,9.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 03:00,78,대구,1,14.3,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 06:00,81,대구,1,13.7,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 09:00,84,대구,1,20.6,6.0,,,,208.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 12:00,87,대구,1,25.0,9.0,,,,695.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 15:00,90,대구,1,25.4,53.0,,,,693.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 18:00,93,대구,1,20.8,35.0,,,,263.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 21:00,96,대구,1,17.8,12.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 00:00,99,대구,1,15.7,29.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 03:00,102,대구,1,13.3,3.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 06:00,105,대구,1,12.6,2.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 09:00,108,대구,1,19.8,7.0,,,,206.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 12:00,111,대구,1,23.9,96.0,,,,690.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 15:00,114,대구,1,25.1,34.0,,,,637.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 18:00,117,대구,1,22.3,0.0,,,,307.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 21:00,120,대구,1,17.8,0.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 00:00,123,대구,1,15.9,10.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 03:00,126,대구,1,15.5,57.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 06:00,129,대구,1,15.3,97.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 09:00,132,대구,1,21.4,74.0,,,,167.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 12:00,135,대구,1,25.7,100.0,,,,606.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 15:00,138,대구,1,26.6,95.0,,,,510.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 18:00,141,대구,1,22.6,100.0,,,,128.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-24 21:00,144,대구,1,20.2,100.0,,,,1.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-25 03:00,150,대구,1,16.8,64.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 09:00,156,대구,1,21.4,92.0,,,,86.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 15:00,162,대구,1,24.1,97.0,,,,523.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-25 21:00,168,대구,1,18.8,89.0,,,,98.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 03:00,174,대구,1,16.6,100.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 09:00,180,대구,1,19.7,100.0,,,,34.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 15:00,186,대구,1,22.0,100.0,,,,292.0,0.2,6.0,
ECMWF,2026-09-18 12:00,2026-09-26 21:00,192,대구,1,17.3,100.0,,,,36.0,3.3,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 03:00,198,대구,1,17.9,99.0,,,,0.0,20.8,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 09:00,204,대구,1,20.0,100.0,,,,55.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 15:00,210,대구,1,24.4,91.0,,,,375.0,0.1,6.0,
ECMWF,2026-09-18 12:00,2026-09-27 21:00,216,대구,1,17.9,94.0,,,,119.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 03:00,222,대구,1,17.5,100.0,,,,0.0,0.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 09:00,228,대구,1,18.6,99.0,,,,32.0,2.0,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 15:00,234,대구,1,24.3,75.0,,,,429.0,0.3,6.0,
ECMWF,2026-09-18 12:00,2026-09-28 21:00,240,대구,1,18.8,24.0,,,,120.0,0.1,6.0,
ECMWF,2026-09-18 12:00,2026-09-18 21:00,0,광주,1,21.8,8.0,,,,,,,
ECMWF,2026-09-18 12:00,2026-09-19 00:00,3,광주,1,19.3,37.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 03:00,6,광주,1,18.3,91.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 06:00,9,광주,1,17.4,82.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 09:00,12,광주,1,21.5,94.0,,,,107.0,0.2,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 12:00,15,광주,1,26.8,11.0,,,,525.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 15:00,18,광주,1,28.1,54.0,,,,632.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 18:00,21,광주,1,26.4,26.0,,,,274.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-19 21:00,24,광주,1,22.1,5.0,,,,4.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 00:00,27,광주,1,19.8,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 03:00,30,광주,1,17.9,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 06:00,33,광주,1,16.8,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 09:00,36,광주,1,23.0,0.0,,,,194.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 12:00,39,광주,1,27.8,0.0,,,,701.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 15:00,42,광주,1,28.5,0.0,,,,784.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 18:00,45,광주,1,25.0,1.0,,,,350.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-20 21:00,48,광주,1,20.2,0.0,,,,4.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 00:00,51,광주,1,18.7,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 03:00,54,광주,1,17.2,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 06:00,57,광주,1,15.7,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 09:00,60,광주,1,22.6,0.0,,,,193.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 12:00,63,광주,1,28.0,0.0,,,,696.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 15:00,66,광주,1,29.0,0.0,,,,773.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 18:00,69,광주,1,26.2,4.0,,,,342.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-21 21:00,72,광주,1,20.9,0.0,,,,3.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 00:00,75,광주,1,19.1,13.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 03:00,78,광주,1,17.0,0.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 06:00,81,광주,1,15.8,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 09:00,84,광주,1,22.5,0.0,,,,190.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 12:00,87,광주,1,28.0,1.0,,,,687.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 15:00,90,광주,1,29.5,25.0,,,,763.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 18:00,93,광주,1,26.7,20.0,,,,333.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-22 21:00,96,광주,1,22.5,20.0,,,,3.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 00:00,99,광주,1,20.0,22.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 03:00,102,광주,1,17.4,1.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 06:00,105,광주,1,16.3,4.0,,,,0.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 09:00,108,광주,1,22.4,10.0,,,,181.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 12:00,111,광주,1,26.7,97.0,,,,633.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 15:00,114,광주,1,27.5,49.0,,,,543.0,0.0,3.0,
ECMWF,2026-09-18 12:00,2026-09-23 18:00,117,광주,1,24.3,8.0,,,,279.0,0.0,3.0,
